"","week","demographic_value","total_cases","perc_cases"
"488",2021-10-24,"75+ years",5923,0.00775325714031393
"489",2021-10-31,"75+ years",4160,0.00544547521588822
"490",2021-11-07,"75+ years",3970,0.00519676360747025
"491",2021-11-14,"75+ years",2610,0.00341651209458372
"492",2021-11-21,"75+ years",2182,0.0028562564714106
"493",2021-11-28,"75+ years",3945,0.00516403839583631
"494",2021-12-05,"75+ years",3756,0.00491663579588369
"495",2021-12-12,"75+ years",3552,0.00464959806895071
"496",2021-12-19,"75+ years",4363,0.00571120393435584
"497",2021-12-26,"75+ years",11667,0.0152722017653288
"498",2022-01-02,"75+ years",29150,0.0381575967651783
"499",2022-01-09,"75+ years",46995,0.0615168528294872
"500",2022-01-16,"75+ years",52057,0.0681430536811281
"501",2022-01-23,"75+ years",47579,0.0622813137732562
"502",2022-01-30,"75+ years",28809,0.0377112248784913
"503",2022-02-06,"75+ years",19873,0.0260139252320545
"504",2022-02-13,"75+ years",11474,0.0150195631315148
"505",2022-02-20,"75+ years",7371,0.00964870139815194
"506",2022-02-27,"75+ years",4851,0.00635000006545042
"507",2022-03-06,"75+ years",3684,0.00482238718637793
"508",2022-03-13,"75+ years",3093,0.00404876318335151
"509",2022-03-20,"75+ years",3284,0.00429878380023484
"510",2022-03-27,"75+ years",2189,0.0028654195306681
