"","week","demographic_value","total_cases","perc_cases"
"513",2022-10-09,"0-17 years",2066,0.00107073317236057
"514",2022-10-09,"18-49 years",9731,0.00164697411876053
"515",2022-10-09,"50-64 years",4627,0.00244137559141493
"516",2022-10-09,"65-74 years",4874,0.0043708378844212
"517",2022-10-16,"0-17 years",1870,0.000969153452233432
"518",2022-10-16,"18-49 years",8325,0.00140900827650615
"519",2022-10-16,"50-64 years",3875,0.00204459269866714
"520",2022-10-16,"65-74 years",4056,0.00363728322921879
"521",2022-10-23,"0-17 years",2362,0.00122413928030768
"522",2022-10-23,"18-49 years",10126,0.00171382796491307
"523",2022-10-23,"50-64 years",4917,0.00259439027079905
"524",2022-10-23,"65-74 years",4672,0.00418969113582598
"525",2022-10-30,"0-17 years",2040,0.00105725831152738
"526",2022-10-30,"18-49 years",9401,0.00159112153843055
"527",2022-10-30,"50-64 years",4467,0.00235695369934093
"528",2022-10-30,"65-74 years",4262,0.00382201704214263
"529",2022-11-06,"0-17 years",2521,0.00130654323694143
"530",2022-11-06,"18-49 years",11221,0.00189915698146253
"531",2022-11-06,"50-64 years",4773,0.00251841056793245
"532",2022-11-06,"65-74 years",4735,0.00424618739900172
"533",2022-11-13,"0-17 years",3352,0.00173722051972538
"534",2022-11-13,"18-49 years",14833,0.0025104888607106
"535",2022-11-13,"50-64 years",6814,0.00359531732870139
"536",2022-11-13,"65-74 years",6324,0.00567114870354527
"537",2022-11-20,"0-17 years",3561,0.00184553767026912
"538",2022-11-20,"18-49 years",17841,0.00301959359293049
"539",2022-11-20,"50-64 years",8188,0.00432029032688684
"540",2022-11-20,"65-74 years",7703,0.00690778913083638
"541",2022-11-27,"0-17 years",3511,0.00181962447635913
"542",2022-11-27,"18-49 years",18894,0.00319781409925613
"543",2022-11-27,"50-64 years",8724,0.00460310366533474
"544",2022-11-27,"65-74 years",9348,0.00838296933598059
"545",2022-12-04,"0-17 years",6778,0.00351279256643754
"546",2022-12-04,"18-49 years",35847,0.00606711347602596
"547",2022-12-04,"50-64 years",16570,0.00874294219791341
"548",2022-12-04,"65-74 years",15268,0.0136918245423354
"549",2022-12-11,"0-17 years",6756,0.00350139076111715
"550",2022-12-11,"18-49 years",30257,0.00512100461528489
"551",2022-12-11,"50-64 years",14191,0.00748769419013815
"552",2022-12-11,"65-74 years",12880,0.0115503471381504
"553",2022-12-18,"0-17 years",4871,0.00252446335071072
"554",2022-12-18,"18-49 years",20673,0.00349891028230771
"555",2022-12-18,"50-64 years",9553,0.00504051459364314
"556",2022-12-18,"65-74 years",9524,0.00854080016643978
"557",2022-12-25,"0-17 years",5188,0.00268875300010002
"558",2022-12-25,"18-49 years",24512,0.00414866196681307
"559",2022-12-25,"50-64 years",11542,0.00608998423948802
"560",2022-12-25,"65-74 years",12001,0.0107620897519366
"561",2020-04-19,"75+ years",1111,0.000996307117273688
"562",2020-04-26,"75+ years",2348,0.00210560676089885
"563",2020-05-03,"75+ years",2430,0.00217914157963552
"564",2020-05-10,"75+ years",2199,0.00197198861465782
"565",2020-05-17,"75+ years",1935,0.00173524236896902
"566",2020-05-24,"75+ years",2031,0.00182133191285586
"567",2020-05-31,"75+ years",2249,0.00201682691876555
"568",2020-06-07,"75+ years",2058,0.00184554459707403
"569",2020-06-14,"75+ years",2411,0.00216210302407458
"570",2020-06-21,"75+ years",3160,0.00283378081960833
"571",2020-06-28,"75+ years",4160,0.00373054690176286
"572",2020-07-05,"75+ years",5283,0.0047376152120224
"573",2020-07-12,"75+ years",5390,0.00483356918281294
"574",2020-07-19,"75+ years",6024,0.00540211887889891
"575",2020-07-26,"75+ years",5016,0.00449817866808714
"576",2020-08-02,"75+ years",4623,0.00414574959780041
"577",2020-08-09,"75+ years",6339,0.00568460019477759
"578",2020-08-16,"75+ years",4287,0.00384443619419649
"579",2020-08-23,"75+ years",3829,0.00343371732856971
"580",2020-08-30,"75+ years",3456,0.00309922357992607
"581",2020-09-06,"75+ years",2313,0.00207421994802344
"582",2020-09-13,"75+ years",2326,0.00208587790709145
"583",2020-09-20,"75+ years",2397,0.00214954829892442
"584",2020-09-27,"75+ years",2247,0.00201503338660124
"585",2020-10-04,"75+ years",2226,0.00199620129887599
"586",2020-10-11,"75+ years",2077,0.00186258315263497
"587",2020-10-18,"75+ years",3010,0.00269926590728515
"588",2020-10-25,"75+ years",2904,0.00260420870257677
"589",2020-11-01,"75+ years",3682,0.003301892714493
"590",2020-11-08,"75+ years",5152,0.00462013885526016
"591",2020-11-15,"75+ years",7897,0.00708176175077436
"592",2020-11-22,"75+ years",9773,0.00876409492089626
"593",2020-11-29,"75+ years",14303,0.0128264452730563
"594",2020-12-06,"75+ years",19873,0.0178214323506571
"595",2020-12-13,"75+ years",30751,0.0275764537923341
"596",2020-12-20,"75+ years",28853,0.0258743917684048
"597",2020-12-27,"75+ years",29267,0.0262456529264168
"598",2021-01-03,"75+ years",30102,0.0269944526050158
"599",2021-01-10,"75+ years",29356,0.0263254651077285
"600",2021-01-17,"75+ years",19421,0.0174160940815232
"601",2021-01-24,"75+ years",15940,0.0142944513495433
"602",2021-01-31,"75+ years",11509,0.0103208808395165
"603",2021-02-07,"75+ years",7874,0.0070611361308848
"604",2021-02-14,"75+ years",5236,0.00469546720616114
"605",2021-02-21,"75+ years",3842,0.00344537528763772
"606",2021-02-28,"75+ years",2960,0.00265442760317742
"607",2021-03-07,"75+ years",2681,0.00240422986625631
"608",2021-03-14,"75+ years",1906,0.00170923615258654
"609",2021-03-21,"75+ years",1401,0.0012563692810985
"610",2021-03-28,"75+ years",1405,0.00125995634542712
"611",2021-04-04,"75+ years",1426,0.00127878843315237
"612",2021-04-11,"75+ years",1132,0.00101513920499893
"613",2021-04-18,"75+ years",752,0.00067436809378021
"614",2021-04-25,"75+ years",961,0.000861792204950508
"615",2021-05-02,"75+ years",986,0.000884211357004371
"616",2021-05-09,"75+ years",819,0.000734451421284564
"617",2021-05-16,"75+ years",721,0.000646568345233419
"618",2021-05-23,"75+ years",1544,0.0013846068308466
"619",2021-05-30,"75+ years",470,0.000421480058612631
"620",2021-06-06,"75+ years",602,0.00053985318145703
"621",2021-06-13,"75+ years",493,0.000442105678502185
"622",2021-06-20,"75+ years",919,0.000824128029500017
"623",2021-06-27,"75+ years",417,0.000373951456258441
"624",2021-07-04,"75+ years",682,0.000611594468029392
"625",2021-07-11,"75+ years",1333,0.00119538918751199
"626",2021-07-18,"75+ years",2354,0.00211098735739177
"627",2021-07-25,"75+ years",3622,0.00324808674956372
"628",2021-08-01,"75+ years",7002,0.00627915610724605
"629",2021-08-08,"75+ years",6347,0.00569177432343483
"630",2021-08-15,"75+ years",7258,0.00650872822427761
"631",2021-08-22,"75+ years",7245,0.0064970702652096
"632",2021-08-29,"75+ years",7853,0.00704230404315956
"633",2021-09-05,"75+ years",5364,0.00481025326467692
"634",2021-09-12,"75+ years",5365,0.00481115003075908
"635",2021-09-19,"75+ years",3169,0.00284185171434772
"636",2021-09-26,"75+ years",4451,0.00399150583166983
"637",2021-10-03,"75+ years",3849,0.0034516526502128
"638",2021-10-10,"75+ years",3569,0.00320055814720953
"639",2021-10-17,"75+ years",3672,0.00329292505367145
"640",2021-10-24,"75+ years",5923,0.00531154550460131
"641",2021-10-31,"75+ years",4160,0.00373054690176286
"642",2021-11-07,"75+ years",3970,0.0035601613461535
"643",2021-11-14,"75+ years",2610,0.00234055947442333
"644",2021-11-21,"75+ years",2182,0.00195674359126119
"645",2021-11-28,"75+ years",3945,0.00353774219409964
"646",2021-12-05,"75+ years",3756,0.00336825340457243
"647",2021-12-12,"75+ years",3552,0.00318531312381291
"648",2021-12-19,"75+ years",4363,0.00391259041644023
"649",2021-12-26,"75+ years",11667,0.010462569880497
"650",2022-01-02,"75+ years",29150,0.0261407312948047
"651",2022-01-09,"75+ years",46995,0.0421435220308523
"652",2022-01-16,"75+ years",52057,0.0466829519387186
"653",2022-01-23,"75+ years",47579,0.0426672334228306
"654",2022-01-30,"75+ years",28809,0.02583493406079
"655",2022-02-06,"75+ years",19873,0.0178214323506571
"656",2022-02-13,"75+ years",11474,0.0102894940266411
"657",2022-02-20,"75+ years",7371,0.00661006279156107
"658",2022-02-27,"75+ years",4851,0.00435021226453165
"659",2022-03-06,"75+ years",3684,0.0033036862466573
"660",2022-03-13,"75+ years",3093,0.00277369749210397
"661",2022-03-20,"75+ years",3284,0.00294497981379549
"662",2022-03-27,"75+ years",2189,0.00196302095383628
"663",2022-04-03,"75+ years",2255,0.00202220751525848
"664",2022-04-10,"75+ years",2504,0.00224550226971495
"665",2022-04-17,"75+ years",3317,0.00297457309450659
"666",2022-04-24,"75+ years",4055,0.00363638646313664
"667",2022-05-01,"75+ years",5171,0.0046371774108211
"668",2022-05-08,"75+ years",5746,0.00515281790805995
"669",2022-05-15,"75+ years",10389,0.00931650282750346
"670",2022-05-22,"75+ years",11011,0.00987429133060358
"671",2022-05-29,"75+ years",10760,0.00964920304398279
"672",2022-06-05,"75+ years",13062,0.0117135585651025
"673",2022-06-12,"75+ years",10795,0.0096805898568582
"674",2022-06-19,"75+ years",14206,0.0127394589630873
"675",2022-06-26,"75+ years",15285,0.0137070695657321
"676",2022-07-03,"75+ years",14452,0.0129600634192973
"677",2022-07-10,"75+ years",18492,0.0165829983912016
"678",2022-07-17,"75+ years",17138,0.0153687771159644
"679",2022-07-24,"75+ years",16393,0.0147006863847593
"680",2022-07-31,"75+ years",14368,0.0128847350683963
"681",2022-08-07,"75+ years",11539,0.0103477838219812
"682",2022-08-14,"75+ years",10534,0.00944653390941586
"683",2022-08-21,"75+ years",9152,0.0082072031838783
"684",2022-08-28,"75+ years",8021,0.00719296074496152
"685",2022-09-04,"75+ years",6397,0.00573661262754256
"686",2022-09-18,"75+ years",9896,0.00887439714900127
"687",2022-09-25,"75+ years",5417,0.00485778186703111
"688",2022-10-02,"75+ years",5179,0.00464435153947833
"689",2022-10-09,"75+ years",4874,0.0043708378844212
"690",2022-10-16,"75+ years",4056,0.00363728322921879
"691",2022-10-23,"75+ years",4672,0.00418969113582598
"692",2022-10-30,"75+ years",4262,0.00382201704214263
"693",2022-11-06,"75+ years",4735,0.00424618739900172
"694",2022-11-13,"75+ years",6324,0.00567114870354527
"695",2022-11-20,"75+ years",7703,0.00690778913083638
"696",2022-11-27,"75+ years",9348,0.00838296933598059
"697",2022-12-04,"75+ years",15268,0.0136918245423354
"698",2022-12-11,"75+ years",12880,0.0115503471381504
"699",2022-12-18,"75+ years",9524,0.00854080016643978
"700",2022-12-25,"75+ years",12001,0.0107620897519366
